ID1 ID2 UDdiam LDdiam e_LDdiam Band mu-lambda Method BandCode Notes BibCode Com CADARS SimbadName _RA _DE
HD29139 "ALF TAU" 18.1 20.9 2.2 746nm "" 2 4 "" 1979ApJ...228L.111B "" 29 HD29139 68.98016 16.50930
HD29139 "ALF TAU" 21 23 4 469nm "" 2 2 "" 1979MNRAS.187..753B "" 29 HD29139 68.98016 16.50930
HD184283 "AQ SGR" 5.48 5.97 0.45 660nm "" 2 4 "" 1979MNRAS.189..455W "" 1 HD184283 293.57914 -16.37418
HD29139 "ALF TAU" 17.4 "" 1.6 436nm "" 2 2 "" 1980AJ.....85...47P "" 29 HD29139 68.98016 16.50930
HD119149 "82 VIR" 3.67 4.1 1.2 B 1.118 2 2 "Fully Darkened value" 1980AJ.....85..478E "" 3 HD119149 205.40321 -8.70298
HD28292 "75 TAU" 1.63 "" 1.07 547nm "" 2 3 "" 1980AJ.....85.1053R "" 3 HD28292 67.10988 16.35967
HD28307 "77 TAU" 1.49 "" 0.45 857.5nm "" 2 5 "" 1980AJ.....85.1053R "" 9 HD28307 67.14373 15.96218
HD52554 "NP GEM" 5.98 "" 1.17 857.5nm "" 2 5 "" 1980AJ.....85.1053R "" 2 HD52554 105.60639 17.75552
HD193495 "BET CAP" 3.13 "" 0.39 y=547nm "" 2 3 "" 1980AJ.....85.1053R "" 9 HD193495 305.25270 -14.78149
HD29139 "ALF TAU" 17.8 19.9 0.3 various 1.118 2 "" "Fully Darkened value" 1980AJ.....85.1262E "" 29 HD29139 68.98016 16.50930
HD27371 "GAM TAU" 2.84 "" 0.16 2.17 "" 2 8 "" 1980AJ.....85.1496R "" 7 HD27371 64.94835 15.62764
HD28236 "W TAU" 3.9 "" 0.65 2.17 "" 2 8 "" 1980AJ.....85.1496R "" 0 HD28236 66.98831 16.04338
HD28484 "BD+15 635" 2 "" 0.47 H' "" 2 7 "" 1980AJ.....85.1496R "" 2 HD28484 67.52185 16.17170
HD52554 "BS 2631" 4.16 "" 0.12 2.17 "" 2 8 "" 1980AJ.....85.1496R "" 2 HD52554 105.60639 17.75552
HD78420 "BD+13 2045" 7.05 "" 0.33 2.17 "" 2 8 "" 1980AJ.....85.1496R "" 1 HD78420 137.11059 13.22045
HD87837 "31 LEO" 3 "" 0.09 2.18 "" 2 8 "" 1980AJ.....85.1496R "" 7 HD87837 151.97613 9.99751
HD117833 "S VIR" 8.11 "" 0.32 H' "" 2 7 "" 1980AJ.....85.1496R "" 1 HD117833 203.25046 -7.19473
HD117833 "S VIR" 6.64 "" 0.23 H' "" 2 7 "2nd measurement at H prime" 1980AJ.....85.1496R "" 1 HD117833 203.25046 -7.19473
HD138905 "GAM LIB" 2.15 "" 0.27 2.17 "" 2 8 "" 1980AJ.....85.1496R "" 3 HD138905 233.88158 -14.78954
HD138905 "GAM LIB" 2.16 "" 0.32 H' "" 2 7 "" 1980AJ.....85.1496R "" 3 HD138905 233.88158 -14.78954
HD161208 "SZ SGR" 3.23 "" 0.18 2.17 "" 2 8 "" 1980AJ.....85.1496R "" 1 HD161208 266.23532 -18.65731
HD161208 "SZ SGR" 3.14 "" 0.33 H' "" 2 7 "" 1980AJ.....85.1496R "" 1 HD161208 266.23532 -18.65731
HD171394 "BD-19 5077" 4.28 "" 0.34 H' "" 2 7 "" 1980AJ.....85.1496R "" 2 HD171394 278.84879 -19.26853
HD172816 "BS 7023" 7.53 "" 0.17 H' "" 2 7 "" 1980AJ.....85.1496R "" 8 HD172816 280.72958 -19.28421
HD209950 "BD-11 5756" 2.98 "" 0.33 H' "" 2 7 "" 1980AJ.....85.1496R "" 1 HD209950 331.82546 -10.44688
HD23712 "IRC +20 064" 3.04 3.4 0.9 748nm 1.118 2 4 "Fully Darkened value" 1980AJ.....85.1505B "" 2 HD23712 57.02725 24.98842
HD48329 "EPS GEM" 2.68 3 0.3 748nm 1.118 2 4 "Fully Darkened value" 1980AJ.....85.1505B "" 12 HD48329 100.98303 25.13113
HD49968 "87 GEM" 2.95 3.3 0.6 750nm 1.118 2 4 "Fully Darkened value" 1980AJ.....85.1505B "" 2 HD49968 102.99995 23.60172
HD53791 "R GEM" 4.38 4.9 1.4 770nm 1.118 2 4 "Fully Darkened value" 1980AJ.....85.1505B "" 2 HD53791 106.83862 22.70354
HD96274 "SAO 118655" 2.95 3.3 0.8 760nm 1.118 2 4 "Fully Darkened value" 1980AJ.....85.1505B "" 1 HD96274 166.50933 1.21067
HD196777 "UPS CAP" 4.02 4.5 0.5 760nm 1.118 2 5 "Fully Darkened value" 1980AJ.....85.1505B "" 7 HD196777 310.01227 -18.13866
HD36389 "119 TAU" 8.9 10 0.3 725nm "" 2 4 "" 1980ApJ...242..646W "" 8 HD36389 83.05314 18.59423
HD3712 "ALF CAS" 5 5.4 0.6 550nm "" 1 3 "" 1981A&A...103...28B "" 6 HD3712 10.12684 56.53733
HD6860 "BET AND" 12 13.2 1.5 550nm "" 1 3 "" 1981A&A...103...28B "" 12 HD6860 17.43302 35.62056
HD12533 "GAM AND" 5.8 6.3 0.5 550nm "" 1 3 "" 1981A&A...103...28B "" 6 HD12533 30.97480 42.32972
HD20902 "ALF PER" 2.8 2.9 0.4 550nm "" 1 3 "" 1981A&A...103...28B "" 8 HD20902 51.08071 49.86118
HD197345 "ALF CYG" 2.6 2.7 0.3 850nm "" 1 5 "" 1981A&A...103...28B "" 7 HD197345 310.35798 45.28034
HD29139 "ALF TAU" 23.1 "" 2.3 850nm "" 2 5 "" 1981AJ.....86..906R "" 29 HD29139 68.98016 16.50930
HD28307 "TETHA 1 TAU" 1.79 2 0.2 B "" 2 2 "Double (0.09 arcsec, deltaM=3.8); Value is for complete limb-darkening" 1981AJ.....86.1277E "" 9 HD28307 67.14373 15.96218
HD29139 "ALF TAU" 16.37 18.3 3.7 R "" 2 4 "Value is for complete limb-darkening" 1981AJ.....86.1277E "" 29 HD29139 68.98016 16.50930
HD65759 "3 CNC" 1.88 2.1 0.6 B "" 2 2 "Probably Double (3mas@pa=240 deltaM=1.64); Value is for complete limb-darkening" 1981AJ.....86.1277E "" 2 HD65759 120.19711 17.30870
HD138905 "GAM LIB" 3.93 4.4 0.9 B "" 2 2 "Value is for complete limb-darkening" 1981AJ.....86.1277E "" 3 HD138905 233.88158 -14.78954
HD172816 "V3879 SGR" 3.9 8.5 1.5 B "" 2 2 "Value is for complete limb-darkening" 1981AJ.....86.1277E "" 8 HD172816 280.72958 -19.28421
HD180540 "43 SGR" 2.06 2.3 0.4 B "" 2 2 "Double (0.14 arcsec @ pa=113.7, deltaM=4.5); Value is for complete limb-darkening" 1981AJ.....86.1277E "" 2 HD180540 289.40866 -18.95291
HD18191 "45 ARI" 10.73 12 1.5 765nm "" 2 5 "Values is for complete limb-darkening" 1981AJ.....86.1404B "" 5 HD18191 43.95207 18.33164
HD44478 "MU GEM" 14.31 16 1 763nm "" 2 4 "Values is for complete limb-darkening" 1981AJ.....86.1404B "" 15 HD44478 95.74011 22.51358
HD57423 "56 GEM" 5.28 5.9 1 763nm "" 2 4 "Values is for complete limb-darkening" 1981AJ.....86.1404B "" 1 HD57423 110.48692 20.44366
HD61338 "74 GEM" 3.4 3.8 0.7 764nm "" 2 4 "Values is for complete limb-darkening" 1981AJ.....86.1404B "" 2 HD61338 114.86914 17.67452
HD65759 "3 CNC" 3.58 4 1.5 750nm "" 2 4 "Values is for complete limb-darkening" 1981AJ.....86.1404B "" 2 HD65759 120.19711 17.30870
HD175775 "37 XI 2 SGR" 3.13 3.5 0.8 751nm "" 2 4 "Values is for complete limb-darkening" 1981AJ.....86.1404B "" 6 HD175775 284.43250 -21.10666
HD214376 "KAP AQR" 5.28 5.9 1 763nm "" 2 4 "Values is for complete limb-darkening" 1981AJ.....86.1404B "" 2 HD214376 339.43909 -4.22805
HD87901 "ALF LEO" 1.3 "" 0.12 576nm "" 2 3 "" 1981AJ.....86.1685R "" 16 HD87901 152.09296 11.96721
HD52973 "ZET GEM" 1.9 1.85 0.86 1.618 "" 2 7 "" 1982AJ.....87..680R "" 18 HD52973 106.02721 20.57030
HD87901 "ALF LEO" 1.5 1.42 0.37 2.2 "" 2 8 "" 1982AJ.....87..680R "" 16 HD87901 152.09296 11.96721
HD10380 "106 PSC" 2.56 "" 0.27 2.17 "" 2 8 "" 1982AJ.....87..808R "" 3 HD10380 25.35789 5.48761
HD28236 "W TAU" 4.38 "" 0.27 1.618 "" 2 7 "" 1982AJ.....87..808R "" 0 HD28236 66.98831 16.04338
HD28292 "IRC +20 079" 2.27 "" 0.24 1.618 "" 2 7 "" 1982AJ.....87..808R "" 3 HD28292 67.10988 16.35967
HD28307 "THE 1 TAU" 2.67 2.75 0.12 1.618 "" 2 7 "" 1982AJ.....87..808R "" 9 HD28307 67.14373 15.96218
HD28484 "IRC +20 083" 3.06 "" 0.3 1.618 "" 2 7 "" 1982AJ.....87..808R "" 2 HD28484 67.52185 16.17170
HD29051 "IRC +20 086" 2.65 "" 0.29 1.618 "" 2 7 "" 1982AJ.....87..808R "" 2 HD29051 68.75987 17.20123
HD36231 "DV TAU" 3.38 "" 0.19 1.618 "" 2 7 "" 1982AJ.....87..808R "" 1 HD36231 82.77638 18.56054
HD36389 "CE TAU" 9.48 "" 0.07 1.618 "" 2 7 "" 1982AJ.....87..808R "" 8 HD36389 83.05314 18.59423
HD72094 "TET CNC" 3.13 "" 0.15 2.17 "" 2 8 "" 1982AJ.....87..808R "" 2 HD72094 127.89888 18.09442
HD74442 "DEL CNC" 2.45 "" 0.26 1.618 "" 2 7 "" 1982AJ.....87..808R "" 2 HD74442 131.17125 18.15431
HD76221 "X CNC" 7.62 7.85 0.56 1.618 "" 2 7 "" 1982AJ.....87..808R "" 3 HD76221 133.84534 17.23127
HD108105 "SS VIR" 8.71 "" 0.49 1.618 "" 2 7 "" 1982AJ.....87..808R "" 1 HD108105 186.30998 0.76971
HD114961 "SW VIR" 16.82 "" 0.34 1.618 "" 2 7 "" 1982AJ.....87..808R "" 4 HD114961 198.51830 -2.80699
HD132112 "IRC -10 308" 6.69 "" 0.07 1.618 "" 2 7 "" 1982AJ.....87..808R "" 4 HD132112 224.44395 -12.43759
HD138905 "GAM LIB" 2.89 "" 0.2 1.618 "" 2 7 "" 1982AJ.....87..808R "" 3 HD138905 233.88158 -14.78954
HD142804 "IRC -20 301" 2.47 "" 0.23 1.618 "" 2 7 "" 1982AJ.....87..808R "" 1 HD142804 239.27170 -16.03441
HD158377 "TW OPH" 10.07 "" 0.48 1.618 "" 2 7 "" 1982AJ.....87..808R "" 1 HD158377 262.43193 -19.47302
HD168988 IRC-20471 2.95 "" 0.29 2.17 "" 2 8 "" 1982AJ.....87..808R "" 1 HD168988 275.83303 -20.65364
HD171394 IRC-20497 3.53 "" 0.51 1.618 "" 2 7 "" 1982AJ.....87..808R "" 2 HD171394 278.84879 -19.26853
HD172816 IRC-20510 7.74 "" 0.38 1.618 "" 2 7 "" 1982AJ.....87..808R "" 8 HD172816 280.72958 -19.28421
HD175929 IRC-20531 2.64 "" 0.4 1.618 "" 2 7 "" 1982AJ.....87..808R "" 1 HD175929 284.62259 -19.17647
HD176124 IRC-20532 3.66 "" 0.18 1.618 "" 2 7 "" 1982AJ.....87..808R "" 3 HD176124 284.84925 -19.27936
HD196777 "UPS CAP" 3.79 "" 0.34 1.618 "" 2 7 "" 1982AJ.....87..808R "" 7 HD196777 310.01227 -18.13866
HD219576 "CHI AQR" 6.7 "" 0.15 1.618 "" 2 7 "" 1982AJ.....87..808R "" 1 HD219576 349.21225 -7.72650
HD9138 "MU PSC" 2.95 3.3 1 765nm 1.118 2 4 "Fully Darkened value" 1982AJ.....87..818B "" 4 HD9138 22.54631 6.14382
HD12479 "HR 601" 3.49 3.9 0.6 765nm 1.118 2 4 "Fully Darkened value" 1982AJ.....87..818B "" 6 HD12479 30.64615 13.47671
HD28307 "77 TAU" 3.04 3.4 0.7 765nm 1.118 2 4 "Fully Darkened value" 1982AJ.....87..818B "" 9 HD28307 67.14373 15.96218
HD36389 "119 TAU" 8.14 9.1 0.8 765nm 1.118 2 4 "Fully Darkened value" 1982AJ.....87..818B "" 8 HD36389 83.05314 18.59423
HD172816 "V3879 SGR" 10.37 11.6 1 765nm 1.118 2 4 "Fully Darkened value" 1982AJ.....87..818B "" 8 HD172816 280.72958 -19.28421
HD193495 "BET CAP A" 4.92 5.5 0.8 765nm 1.118 2 4 "Fully Darkened value" 1982AJ.....87..818B "" 9 HD193495 305.25270 -14.78149
HD224062 "XZ PSC" 6.35 7.1 0.6 765nm 1.118 2 4 "Fully Darkened value" 1982AJ.....87..818B "" 2 HD224062 358.69427 0.10931
HD29139 "ALF TAU" 20.79 "" 0.15 H' "" 2 7 "Best error for longest Wavelength (H prime) in the observations" 1982AJ.....87.1044R "" 29 HD29139 68.98016 16.50930
HD36389 "119 TAU" 9 "" 0.2 640nm "" 2 4 "" 1982ApJ...254..670W "" 8 HD36389 83.05314 18.59423
HD12929 "ALF ARI" 7 7.6 0.9 550nm "" 1 3 "" 1983A&A...120..263F "" 9 HD12929 31.79336 23.46242
HD62509 "BET GEM" 7.2 7.8 0.5 550nm "" 1 3 "" 1983A&A...120..263F "" 14 HD62509 116.32896 28.02620
HD131873 "BET UMI" 8.1 8.9 1 550nm "" 1 3 "" 1983A&A...120..263F "" 4 HD131873 222.67636 74.15550
HD164058 "GAM DRA" 7.9 8.7 0.7 550nm "" 1 3 "" 1983A&A...120..263F "" 11 HD164058 269.15154 51.48890
HD180711 "DEL DRA" 3.5 3.8 0.3 550nm "" 1 3 "" 1983A&A...120..263F "" 5 HD180711 288.13876 67.66154
HD6860 "BET AND" 14 14.4 0.5 2.2 "" 1 8 "" 1983ApJ...268..309D "" 12 HD6860 17.43302 35.62056
HD29139 "ALF TAU" 20.1 20.7 0.4 2.2 "" 1 8 "" 1983ApJ...268..309D "" 29 HD29139 68.98016 16.50930
HD44478 "MU GEM" 14.2 14.6 0.7 2.2 "" 1 8 "" 1983ApJ...268..309D "" 15 HD44478 95.74011 22.51358
HD124897 "ALF BOO" 21 21.6 1.2 2.2 "" 1 8 "" 1983ApJ...268..309D "" 25 HD124897 213.91530 19.18241
HD164058 "GAM DRA" 9.9 10.2 1.4 2.2 "" 1 8 "" 1983ApJ...268..309D "" 11 HD164058 269.15154 51.48890
HD39801 "ALF ORI" 37 "" 3 535nm "" 1 3 "Error quoted is from Tsuji T 1976 PASJ...28...576T, not the formal error of this measurement!" 1983ApJ...270L..23R "" 24 HD39801 88.79294 7.40706
HD42475 "TV GEM" 5.31 "" 0.9 550nm "" 2 3 "" 1984AJ.....89..151R "" 1 HD42475 92.96423 21.86824
HD219279 "" 2.54 "" 1 550nm "" 2 3 "" 1984AJ.....89..151R "" 1 HD219279 348.66739 -10.68872
HD29139 "ALF TAU" 18 20.45 0.3 550nm "" 2 3 "taking the measurement with best error" 1984AJ.....89..424W "" 29 HD29139 68.98016 16.50930
HD5394 "GAM CAS" 0.9 "" "" "V (eye)" "" 1 2 "Upper limit only." 1984PASJ...36..231V "" 3 HD5394 14.17722 60.71674
HD27697 "DEL 1 TAU" 2.8 "" 0.7 5500A "" 2 3 "" 1984SvA....28..431K "" 9 HD27697 65.73375 17.54252
HD124897 "ALF BOO" 2.036 20.95 0.2 2.2 "" 1 8 "" 1986A&A...166..204D "" 25 HD124897 213.91530 19.18241
HD38307 "Y TAU" 8.68 "" 0.35 2.17 "" 2 8 "HD38307 (Y Tau) wrongly labelled as HD30307 in II/224/cadars ?" 1986AJ.....91..961S "" 7 HD38307 86.41422 20.69504
HD39983 "BQ ORI" 4.04 "" 0.48 2.2 "" 2 8 "" 1986AJ.....91..961S "" 3 HD39983 89.28078 22.83894
HD48329 "EPS GEM" 4.56 "" 0.1 2.17 "" 2 8 "" 1986AJ.....91..961S "" 12 HD48329 100.98303 25.13113
HD91232 "46 LEO" 3.7 "" 0.32 2.22 "" 2 8 "" 1986AJ.....91..961S "" 6 HD91232 158.04906 14.13727
HD102212 "NU VIR" 5.2 "" 0.16 2.22 "" 2 8 "" 1986AJ.....91..961S "" 9 HD102212 176.46483 6.52937
HD114961 "SW VIR" 16.7 "" 0.23 2.28 "" 2 8 "" 1986AJ.....91..961S "" 4 HD114961 198.51830 -2.80699
HD132112 "FY LIB" 5.8 "" 0.2 2.17 "" 2 8 "" 1986AJ.....91..961S "" 4 HD132112 224.44395 -12.43759
HD192737 "RT CAP" 7.72 "" 0.16 2.17 "" 2 8 "" 1986AJ.....91..961S "" 2 HD192737 304.27720 -21.31791
HD216032 "TAU AQR" 5.18 "" 0.22 2.22 "" 2 8 "" 1986AJ.....91..961S "" 4 HD216032 342.39792 -13.59263
HD91232 "46 LEO" 3.9 "" 1.1 B "" 2 2 "" 1986AJ.....92.1210E "" 6 HD91232 158.04906 14.13727
HD48915 "ALF CMA" 5.63 "" 0.08 441.6nm "" 1 2 "" 1986Natur.323..234D "" 21 HD48915 101.28716 -16.71612
HD28024 "SAO 076608" 1.7 "" "" "" "" 2 "" "reference text not disponible" 1986saot.conf..111Q "" 3 HD28024 66.57693 22.81358
HD6860 "BET AND" 13.85 14.25 0.18 2.2 "" 1 8 "" 1987A&A...188..114D "" 12 HD6860 17.43302 35.62056
HD12533 "BS 603" 7.28 "" 0.35 2.2 "" 1 8 "" 1987A&A...188..114D "" 6 HD12533 30.97480 42.32972
HD19058 "RHO PER" 15.02 15.53 0.16 2.2 "" 1 8 "" 1987A&A...188..114D "" 7 HD19058 46.29414 38.84028
HD29139 "ALF TAU" 19.6 20.21 0.29 2.2 "" 1 8 "" 1987A&A...188..114D "" 29 HD29139 68.98016 16.50930
HD44478 "MU GEM" 13.5 13.97 0.15 2.2 "" 1 8 "" 1987A&A...188..114D "" 15 HD44478 95.74011 22.51358
HD62509 "BET GEM" 7.7 7.9 0.31 2.2 "" 1 8 "" 1987A&A...188..114D "" 14 HD62509 116.32896 28.02620
HD80493 "ALF LYN" 7.71 "" 0.31 2.2 "" 1 8 "" 1987A&A...188..114D "" 5 HD80493 140.26375 34.39256
HD164058 "GAM DRA" 9.82 10.13 0.23 2.2 "" 1 8 "" 1987A&A...188..114D "" 11 HD164058 269.15154 51.48890
HD175865 "R LYR" 15.39 "" 0.36 2.2 "" 1 8 "" 1987A&A...188..114D "" 7 HD175865 283.83376 43.94609
HD217906 "BET PEG" 16.19 16.75 0.23 2.2 "" 1 8 "" 1987A&A...188..114D "" 16 HD217906 345.94357 28.08279
HD9138 "BS 434" 3.1 "" 0.4 V "" 2 3 "" 1987AJ.....94..201S "" 4 HD9138 22.54631 6.14382
HD30780 "97 TAU" 5.3 "" 0.1 B "" 2 2 "Possibly double (too big?)" 1987AJ.....94..201S "" 1 HD30780 72.84355 18.83990
HD48329 "EPS GEM" 4.75 "" 0.5 y "" 2 5 "" 1987AJ.....94..201S "" 12 HD48329 100.98303 25.13113
HD38307 "Y TAU" 5 5.6 "" 706nm "" 2 4 "Mu=1. Not reliable. Adopt a blanking formal error of -1." 1987SvA....31..195T "" 7 HD38307 86.41422 20.69504
HD17094 "MU CET" 1 "" "" 5500A "" 2 3 "Binary  50 mas.  Not reliable. Adopt a blanking formal error of -1." 1987SvAL...13..379T "" 6 HD17094 41.23559 10.11414
HD27697 "DEL 01 TAU" 2.6 3 0.7 R "" 2 4 "Mu=1. SB." 1987SvAL...13..379T "" 9 HD27697 65.73375 17.54252
HD27962 "DEL 03 TAU" 1.82 2.4 0.7 B "" 2 2 "Mu=1. Spectroscopic Binary period 57.25d" 1987SvAL...13..379T "" 6 HD27962 66.37243 17.92790
HD28406 "SAO 93963" 7.2 8 "" V "" 2 3 "bigger than expected from spectral type. publication class as mutiple.Adopt a blanking formal error of -1." 1987SvAL...13..379T "" 1 HD28406 67.37646 17.86317
HD36113 "SAO 77215" 2.1 2.3 "" B "" 2 2 "Way too big. Adopt a blanking formal error of -1." 1987SvAL...13..379T "" 1 HD36113 82.56274 20.55161
HD38307 "BS 1977" 5 5.6 "" R "" 2 4 "Mu=1. Unreliable. Adopt a blanking formal error of -1." 1987SvAL...13..379T "" 7 HD38307 86.41422 20.69504
HD44974 "SAO 78355" 4.6 5.2 "" V "" 2 3 "Binary 100 mas. Too big. Adopt a blanking formal error of -1." 1987SvAL...13..379T "" 1 HD44974 96.42803 21.64503
HD49908 "36 GEM" 1.8 2.1 "" B "" 2 2 "Suspected binarity. Mu=1. Too big. Adopt a blanking formal error of -1." 1987SvAL...13..379T "" 2 HD49908 102.88770 21.76115
HD50634 "SAO 78858" 2 2.4 "" B "" 2 2 "for a disk fully darkened at the limb. Way too large for its type. Adopt a blanking formal error of -1." 1987SvAL...13..379T "" 1 HD50634 103.73646 21.57137
HD20902 "ALF PER" 5 5.3 0.5 706nm "" 1 4 "" 1988ApJ...327..905S "" 8 HD20902 51.08071 49.86118
HD61421 "ALF CMI" 6.15 6.44 0.25 706nm "" 1 4 "" 1988ApJ...327..905S "" 22 HD61421 114.82550 5.22499
HD62509 "BET GEM" 8.7 "" 0.15 706nm "" 1 4 "" 1988ApJ...327..905S "" 14 HD62509 116.32896 28.02620
HD95689 "ALF UMA" 7.2 7.6 0.4 706nm "" 1 4 "" 1988ApJ...327..905S "" 5 HD95689 165.93196 61.75103
"CCDM J16294-2626 A" "ALF SCO" 28 "" 0.56 V "" 2 3 "" 1989AJ.....97..909S "" 17 "CCDM J16294-2626 A" 247.35192 -26.43200
HD317090 "SAO 186258" 3.1 "" 0.31 V "" 2 3 "" 1989AJ.....97..909S "" 1 HD317090 271.43693 -28.78108
HD3546 "EPS AND" 3.5 3.7 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD3546 9.63894 29.31175
HD3712 "ALF CAS" 5 5.4 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 6 HD3712 10.12684 56.53733
HD4502 "ZET AND" 4.1 4.4 0.5 674nm "" 1 4 "" 1989ApJ...340.1103H "" 4 HD4502 11.83469 24.26718
HD6860 "BET AND" 13 19.9 0.2 674nm "" 1 4 "" 1989ApJ...340.1103H "" 12 HD6860 17.43302 35.62056
HD9927 "51 AND" 4.6 4.9 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 6 HD9927 24.49815 48.62821
HD12929 "ALF ARI" 8.2 8.7 0.5 674nm "" 1 4 "" 1989ApJ...340.1103H "" 9 HD12929 31.79336 23.46242
HD19787 "DEL ARI" 4.8 5.2 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD19787 47.90735 19.72668
HD70272 "31 LYN" 5.5 5.9 0.3 674nm "" 1 4 "" 1989ApJ...340.1103H "" 4 HD70272 125.70879 43.18813
HD80493 "ALF LYN" 8.4 "" 0.2 674nm "" 1 4 "" 1989ApJ...340.1103H "" 5 HD80493 140.26375 34.39256
HD141477 "KAPPA SER" 6.5 "" 0.3 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD141477 237.18490 18.14156
HD156283 "PI HER" 5.6 6.01 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 5 HD156283 258.76181 36.80916
HD158899 "LAM HER" 4.3 4.6 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD158899 262.68462 26.11064
HD164058 "GAM DRA" 9.6 10.21 0.2 674nm "" 1 4 "" 1989ApJ...340.1103H "" 11 HD164058 269.15154 51.48890
HD169414 "109 HER" 4.5 "" 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 4 HD169414 275.92454 21.76975
HD180809 "TET LYR" 3.8 "" 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD180809 289.09206 38.13373
HD183439 "ALF VUL" 5.1 5.4 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD183439 292.17637 24.66490
HD185958 "BET SGE" 4.1 4.4 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD185958 295.26225 17.47604
HD189319 "GAM SGE" 6.9 7.4 0.2 674nm "" 1 4 "" 1989ApJ...340.1103H "" 4 HD189319 299.68929 19.49215
HD200905 "KSI CYG" 5.7 "" 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 4 HD200905 316.23276 43.92785
HD203504 "1 PEG" 4.4 "" 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 4 HD203504 320.52166 19.80451
HD206936 "MU CEP" 17.7 "" 0.3 674nm "" 1 4 "" 1989ApJ...340.1103H "" 5 HD206936 325.87692 58.78004
HD215665 "LAM PEG" 4.5 4.8 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 3 HD215665 341.63282 23.56565
HD216131 "MU PEG" 4.9 "" 0.4 674nm "" 1 4 "" 1989ApJ...340.1103H "" 5 HD216131 342.50080 24.60158
HD217906 "BET PEG" 17.2 18.4 0.6 674nm "" 1 4 "" 1989ApJ...340.1103H "" 16 HD217906 345.94357 28.08279
"CCDM J16294-2626 A" "ALF SCO" 41 "" 0.1 2.43 "" 2 8 "" 1990A&A...230..355R "" 17 "CCDM J16294-2626 A" 247.35192 -26.43200
HD32068 "ZET AUR" 5.32 "" 0.33 2.2 "" 1 8 "" 1990A&A...236..449D "" 14 HD32068 75.61953 41.07584
HD192577 "31 CYG" 5.49 "" 0.6 2.2 "" 1 8 "" 1990A&A...236..449D "" 8 HD192577 303.40794 46.74133
HD192909 "32 CYG" 5.31 "" 0.48 2.2 "" 1 8 "" 1990A&A...236..449D "" 12 HD192909 303.86801 47.71423
HD27045 "SAO 076532" 2.2 "" 0.8 441.6nm "" 2 2 "" 1990SvAL...16...69K "" 2 HD27045 64.31526 20.57860
HD27742 "SAO 076585" 2.1 "" 1.5 441.6nm "" 2 2 "limb darkening coeff. derived from atmosphere model" 1990SvAL...16...69K "" 3 HD27742 65.88486 20.98205
HD84748 "R LEO" 33 "" 1.2 2.2 "" 2 8 "" 1991A&A...249..397D "" 10 HD84748 146.88952 11.42884
HD34029 "ALF AUR" 6.09 "" 0.22 2.2 "" 1 8 "Capella is binary..." 1991A&A...252..645D "" 18 HD34029 79.17233 45.99799
HD3627 "DEL AND" 3.927 4.12 0.038 800nm "" 1 5 "" 1991AJ....101.2207M "" 6 HD3627 9.83198 30.86102
HD3712 "ALF CAS" 5.297 5.64 0.053 800nm "" 1 5 "" 1991AJ....101.2207M "" 6 HD3712 10.12684 56.53733
HD6860 "BET AND" 12.783 14.35 0.128 800nm "" 1 5 "" 1991AJ....101.2207M "" 12 HD6860 17.43302 35.62056
HD12929 "ALF ARI" 6.412 6.85 0.9 800nm "" 1 5 "" 1991AJ....101.2207M "" 9 HD12929 31.79336 23.46242
HD18884 "ALF CET" 12.254 13.23 0.158 800nm "" 1 5 "" 1991AJ....101.2207M "" 9 HD18884 45.56989 4.08974
HD29139 "ALF TAU" 19.689 12.21 0.196 800nm "" 1 5 "" 1991AJ....101.2207M "" 29 HD29139 68.98016 16.50930
HD39801 "ALF ORI" 49.401 "" 0.237 800nm "" 1 5 "" 1991AJ....101.2207M "" 24 HD39801 88.79294 7.40706
HD61421 "ALF CMI" 5.261 5.51 0.053 800nm "" 1 5 "" 1991AJ....101.2207M "" 22 HD61421 114.82550 5.22499
HD62509 "BET GEM" 7.545 9.26 0.075 800nm "" 1 5 "" 1991AJ....101.2207M "" 14 HD62509 116.32896 28.02620
HD197989 "EPS CYG" 4.34 "" 0.037 800nm "" 1 5 "" 1991AJ....101.2207M "" 8 HD197989 311.55284 33.97026
HD217906 "BET PEG" 16.618 17.98 0.06 800nm "" 1 5 "" 1991AJ....101.2207M "" 16 HD217906 345.94357 28.08279
HD156014 "ALF HER" 32 33 0.8 2.2 "" 1 8 "" 1991AJ....102.2091B "" 13 HD156014 258.66189 14.39037
